Days for shipping (real),Days for shipment (scheduled),Delivery Status,Shipping Mode,shipping date (DateOrders),Ship Id
6,4,Late delivery,Standard Class,10/17/2015 11:20,150862
3,4,Advance shipping,Standard Class,7/18/2015 20:13,880335
2,4,Advance shipping,Standard Class,6/4/2015 18:21,754585
3,4,Advance shipping,Standard Class,6/21/2015 9:34,154625
3,4,Advance shipping,Standard Class,9/5/2017 19:07,960443
2,4,Advance shipping,Standard Class,6/8/2015 2:56,845314
5,4,Late delivery,Standard Class,10/26/2015 12:43,678371
6,4,Late delivery,Standard Class,8/18/2015 21:56,816160
6,4,Late delivery,Standard Class,9/5/2015 17:21,924799
6,4,Late delivery,Standard Class,8/27/2015 21:23,967902
6,4,Late delivery,Standard Class,10/12/2015 17:28,688453
3,4,Advance shipping,Standard Class,7/11/2015 18:18,572200
5,4,Late delivery,Standard Class,10/8/2015 19:03,795490
4,4,Shipping on time,Standard Class,7/9/2017 20:05,996087
4,4,Shipping on time,Standard Class,6/4/2015 18:00,894545
6,4,Late delivery,Standard Class,7/9/2015 7:58,106497
2,4,Advance shipping,Standard Class,6/22/2015 10:16,711910
5,4,Late delivery,Standard Class,10/8/2017 22:03,933338
4,4,Shipping on time,Standard Class,10/9/2017 3:29,748020
3,4,Advance shipping,Standard Class,10/6/2017 7:21,881343
4,4,Shipping on time,Standard Class,11/13/2017 4:19,913135
4,4,Shipping on time,Standard Class,11/13/2017 20:05,133097
3,4,Advance shipping,Standard Class,11/12/2017 12:43,206960
6,4,Late delivery,Standard Class,11/16/2017 12:33,510512
5,4,Late delivery,Standard Class,11/8/2017 6:46,987308
2,4,Advance shipping,Standard Class,10/30/2017 13:05,441292
2,4,Advance shipping,Standard Class,11/3/2017 22:12,363263
2,4,Advance shipping,Standard Class,11/1/2017 8:53,148445
4,4,Shipping on time,Standard Class,11/1/2017 12:02,760014
3,4,Advance shipping,Standard Class,10/21/2017 8:12,710281
6,4,Late delivery,Standard Class,10/20/2017 1:54,158529
5,4,Late delivery,Standard Class,11/9/2017 3:48,917429
4,4,Shipping on time,Standard Class,11/5/2017 0:07,306455
3,4,Advance shipping,Standard Class,10/31/2017 15:11,535554
4,4,Shipping on time,Standard Class,7/26/2017 13:14,293190
3,4,Advance shipping,Standard Class,7/31/2015 14:46,499896
4,4,Shipping on time,Standard Class,10/16/2015 2:24,346664
3,4,Advance shipping,Standard Class,9/19/2015 7:41,111030
3,4,Advance shipping,Standard Class,6/22/2015 17:06,176649
4,4,Shipping on time,Standard Class,6/9/2015 3:06,129644
2,4,Advance shipping,Standard Class,9/10/2015 18:55,266876
4,4,Shipping on time,Standard Class,6/7/2015 17:49,591821
6,4,Late delivery,Standard Class,6/30/2015 19:01,215264
5,4,Late delivery,Standard Class,10/4/2017 16:27,330627
6,4,Late delivery,Standard Class,10/15/2015 1:32,909107
3,4,Advance shipping,Standard Class,8/15/2015 12:07,697454
2,4,Advance shipping,Standard Class,8/30/2016 10:32,111306
3,4,Advance shipping,Standard Class,7/7/2017 1:41,922367
6,4,Late delivery,Standard Class,6/24/2017 20:38,170218
2,4,Advance shipping,Standard Class,8/30/2017 21:24,292492
4,4,Shipping on time,Standard Class,8/22/2017 13:22,719417
4,4,Shipping on time,Standard Class,10/24/2017 21:52,759142
3,4,Advance shipping,Standard Class,9/2/2017 21:03,403097
5,4,Late delivery,Standard Class,9/11/2015 4:54,826192
4,4,Shipping on time,Standard Class,8/29/2015 0:01,840713
3,4,Advance shipping,Standard Class,8/7/2015 16:41,771886
4,4,Shipping on time,Standard Class,8/7/2017 23:01,691529
5,4,Late delivery,Standard Class,10/13/2017 0:09,289841
3,4,Advance shipping,Standard Class,11/8/2017 19:23,359828
6,4,Late delivery,Standard Class,10/25/2017 1:01,205868
2,4,Advance shipping,Standard Class,9/8/2015 2:06,653756
5,4,Late delivery,Standard Class,6/25/2015 16:34,927887
5,4,Late delivery,Standard Class,10/4/2017 21:43,494739
4,4,Shipping on time,Standard Class,9/30/2015 16:47,700467
4,4,Shipping on time,Standard Class,7/3/2015 6:55,657617
5,4,Late delivery,Standard Class,10/27/2017 3:59,276842
2,4,Advance shipping,Standard Class,10/22/2017 14:09,631994
4,4,Shipping on time,Standard Class,10/23/2017 0:19,280825
2,4,Advance shipping,Standard Class,7/16/2015 0:04,916498
2,4,Advance shipping,Standard Class,9/24/2015 1:43,913036
2,4,Advance shipping,Standard Class,6/9/2015 19:13,700368
5,4,Late delivery,Standard Class,11/27/2016 5:51,406452
3,4,Advance shipping,Standard Class,9/29/2015 0:40,105254
2,4,Advance shipping,Standard Class,10/23/2017 7:40,960621
6,4,Late delivery,Standard Class,8/14/2017 15:50,653560
4,4,Shipping on time,Standard Class,7/27/2017 19:00,878968
6,4,Late delivery,Standard Class,10/28/2017 14:51,272584
5,4,Late delivery,Standard Class,6/13/2015 5:02,500442
2,4,Advance shipping,Standard Class,8/5/2015 1:48,901927
5,4,Late delivery,Standard Class,10/23/2017 15:54,893682
6,4,Late delivery,Standard Class,8/30/2015 12:27,239076
3,4,Advance shipping,Standard Class,7/12/2015 8:19,423708
5,4,Late delivery,Standard Class,8/6/2017 8:18,783567
3,4,Advance shipping,Standard Class,10/21/2017 15:12,874210
6,4,Late delivery,Standard Class,10/12/2015 20:58,853000
2,4,Advance shipping,Standard Class,9/9/2015 7:53,988409
3,4,Advance shipping,Standard Class,8/19/2015 17:43,687480
2,4,Advance shipping,Standard Class,6/24/2017 7:19,333104
3,4,Advance shipping,Standard Class,9/11/2016 9:38,167322
2,4,Advance shipping,Standard Class,8/14/2017 20:02,360866
2,4,Advance shipping,Standard Class,11/24/2016 15:19,579425
2,4,Advance shipping,Standard Class,8/25/2015 5:16,198416
3,4,Advance shipping,Standard Class,10/20/2015 1:10,376106
6,4,Late delivery,Standard Class,9/11/2017 0:44,224543
6,4,Late delivery,Standard Class,8/26/2017 4:36,887363
4,4,Shipping on time,Standard Class,10/23/2015 20:05,552391
5,4,Late delivery,Standard Class,10/5/2017 23:59,923462
5,4,Late delivery,Standard Class,6/20/2015 3:26,167843
2,4,Advance shipping,Standard Class,10/9/2015 2:35,541688
3,4,Advance shipping,Standard Class,10/14/2015 5:02,606748
5,4,Late delivery,Standard Class,6/15/2015 0:49,678351
2,4,Advance shipping,Standard Class,10/8/2015 0:18,263469
6,4,Late delivery,Standard Class,9/10/2017 17:43,934807
5,4,Late delivery,Standard Class,7/17/2017 15:21,680186
6,4,Late delivery,Standard Class,10/9/2017 4:53,212207
4,4,Shipping on time,Standard Class,10/7/2017 16:27,961379
6,4,Late delivery,Standard Class,10/8/2017 14:53,600814
4,4,Shipping on time,Standard Class,10/10/2017 18:01,105251
2,4,Advance shipping,Standard Class,10/6/2017 14:31,223393
2,4,Advance shipping,Standard Class,11/11/2017 19:23,774716
6,4,Shipping canceled,Standard Class,10/24/2017 0:29,412773
3,4,Shipping canceled,Standard Class,7/6/2017 11:41,657746
3,4,Shipping canceled,Standard Class,7/29/2017 18:29,624427
4,4,Shipping canceled,Standard Class,10/5/2015 7:09,674350
5,4,Shipping canceled,Standard Class,10/30/2017 19:34,458027
5,4,Shipping canceled,Standard Class,8/14/2015 5:59,630887
6,4,Shipping canceled,Standard Class,10/20/2015 12:54,608603
4,4,Shipping canceled,Standard Class,8/1/2015 4:36,312397
6,4,Shipping canceled,Standard Class,6/11/2015 7:18,789989
4,4,Shipping canceled,Standard Class,9/3/2017 10:54,395091
6,4,Shipping canceled,Standard Class,8/6/2015 12:08,959007
3,4,Shipping canceled,Standard Class,7/21/2017 19:32,981862
4,4,Shipping canceled,Standard Class,10/27/2015 9:55,945982
5,4,Shipping canceled,Standard Class,10/9/2017 5:04,335392
4,4,Shipping canceled,Standard Class,10/12/2017 12:04,270347
6,4,Shipping canceled,Standard Class,10/14/2017 16:16,585565
5,4,Shipping canceled,Standard Class,5/19/2015 16:27,274783
4,4,Shipping canceled,Standard Class,4/22/2017 8:59,505503
4,4,Shipping canceled,Standard Class,6/1/2017 19:26,940359
3,4,Advance shipping,Standard Class,4/22/2015 18:25,265275
4,4,Shipping on time,Standard Class,4/30/2015 13:40,113523
4,4,Shipping on time,Standard Class,4/25/2015 16:18,925349
2,4,Advance shipping,Standard Class,4/11/2017 12:19,648219
3,4,Advance shipping,Standard Class,2/28/2017 7:39,723186
2,4,Advance shipping,Standard Class,4/4/2015 10:54,787489
2,4,Advance shipping,Standard Class,3/28/2015 19:30,241812
5,4,Late delivery,Standard Class,4/25/2017 22:38,850869
3,4,Advance shipping,Standard Class,2/18/2015 1:09,159904
3,4,Advance shipping,Standard Class,3/27/2017 23:33,529328
3,4,Advance shipping,Standard Class,4/22/2017 2:09,143628
4,4,Shipping on time,Standard Class,1/19/2015 22:03,565306
5,4,Late delivery,Standard Class,4/26/2015 7:54,297628
5,4,Late delivery,Standard Class,3/25/2015 19:09,360596
3,4,Advance shipping,Standard Class,4/11/2015 7:23,353433
3,4,Advance shipping,Standard Class,4/24/2015 8:57,737611
5,4,Late delivery,Standard Class,4/22/2015 7:33,906667
5,4,Late delivery,Standard Class,4/2/2017 19:21,834413
3,4,Advance shipping,Standard Class,5/28/2015 16:15,111001
5,4,Late delivery,Standard Class,4/16/2015 13:10,218746
6,4,Late delivery,Standard Class,4/10/2017 12:51,837140
6,4,Late delivery,Standard Class,5/3/2015 7:53,474967
6,4,Late delivery,Standard Class,3/3/2015 23:13,650556
6,4,Late delivery,Standard Class,4/28/2015 1:46,392501
5,4,Late delivery,Standard Class,2/1/2017 5:25,525542
2,4,Advance shipping,Standard Class,1/9/2015 20:39,893951
2,4,Advance shipping,Standard Class,5/4/2017 20:52,347383
6,4,Late delivery,Standard Class,3/21/2015 22:08,167124
5,4,Late delivery,Standard Class,2/7/2015 5:33,522533
2,4,Advance shipping,Standard Class,1/23/2017 6:28,790749
5,4,Late delivery,Standard Class,1/9/2015 0:52,850673
2,4,Advance shipping,Standard Class,2/2/2017 20:28,948902
2,4,Advance shipping,Standard Class,4/2/2017 5:51,278183
5,4,Late delivery,Standard Class,4/19/2017 0:14,865704
5,4,Late delivery,Standard Class,5/9/2015 9:27,749514
5,4,Late delivery,Standard Class,1/13/2015 23:59,554095
2,4,Advance shipping,Standard Class,4/28/2017 17:44,934950
3,4,Advance shipping,Standard Class,4/19/2017 9:20,782113
3,4,Advance shipping,Standard Class,2/19/2017 15:12,453755
2,4,Advance shipping,Standard Class,1/21/2017 10:41,910681
2,4,Advance shipping,Standard Class,1/4/2015 18:02,480691
3,4,Advance shipping,Standard Class,2/13/2015 10:48,837890
6,4,Late delivery,Standard Class,6/4/2017 3:08,740388
4,4,Shipping on time,Standard Class,2/16/2017 8:12,993638
2,4,Advance shipping,Standard Class,2/14/2015 22:00,571046
5,4,Late delivery,Standard Class,6/7/2017 10:09,961699
6,4,Late delivery,Standard Class,2/21/2015 17:58,183334
3,4,Advance shipping,Standard Class,3/11/2015 1:39,513257
4,4,Shipping on time,Standard Class,3/22/2015 7:15,189714
5,4,Late delivery,Standard Class,6/2/2015 20:17,748050
2,4,Advance shipping,Standard Class,4/30/2015 19:16,220874
2,4,Advance shipping,Standard Class,3/14/2015 20:55,321190
5,4,Late delivery,Standard Class,4/20/2015 20:31,608077
4,4,Shipping on time,Standard Class,5/2/2015 2:27,913168
3,4,Advance shipping,Standard Class,3/27/2015 6:32,648237
6,4,Late delivery,Standard Class,4/17/2015 6:31,842095
6,4,Late delivery,Standard Class,3/28/2015 20:33,236489
5,4,Late delivery,Standard Class,4/30/2017 21:45,952856
4,4,Shipping on time,Standard Class,3/6/2017 7:07,554459
2,4,Advance shipping,Standard Class,2/21/2015 11:40,161080
6,4,Late delivery,Standard Class,4/30/2015 18:35,966433
4,4,Shipping on time,Standard Class,6/18/2017 2:04,765684
6,4,Late delivery,Standard Class,5/30/2017 5:47,546895
5,4,Late delivery,Standard Class,3/8/2015 13:45,938533
4,4,Shipping on time,Standard Class,1/9/2015 6:18,251224
6,4,Late delivery,Standard Class,4/17/2015 1:15,398846
3,4,Advance shipping,Standard Class,5/11/2017 22:37,140701
5,4,Late delivery,Standard Class,5/8/2015 3:40,394916
2,4,Advance shipping,Standard Class,3/23/2017 4:07,534282
6,4,Late delivery,Standard Class,4/5/2015 10:44,483006
4,4,Shipping on time,Standard Class,2/20/2015 9:02,272443
4,4,Shipping on time,Standard Class,6/15/2017 19:46,145676
4,4,Shipping on time,Standard Class,1/8/2015 0:31,327494
4,4,Shipping on time,Standard Class,2/3/2017 18:54,670783
4,4,Shipping on time,Standard Class,5/20/2015 22:24,530762
6,4,Late delivery,Standard Class,2/18/2017 8:54,628795
5,4,Late delivery,Standard Class,4/23/2017 18:05,612269
4,4,Shipping on time,Standard Class,3/25/2015 7:04,288068
5,4,Late delivery,Standard Class,3/12/2015 7:05,830314
4,4,Shipping on time,Standard Class,3/2/2017 13:47,918178
6,4,Late delivery,Standard Class,4/4/2017 11:28,253869
4,4,Shipping on time,Standard Class,5/4/2017 22:17,587883
4,4,Shipping on time,Standard Class,3/18/2017 11:39,863070
3,4,Advance shipping,Standard Class,6/1/2015 14:51,165229
4,4,Shipping on time,Standard Class,4/26/2015 20:20,302704
6,4,Late delivery,Standard Class,2/26/2017 20:06,787350
6,4,Late delivery,Standard Class,5/23/2015 4:21,969650
4,4,Shipping on time,Standard Class,4/9/2015 7:55,412617
5,4,Late delivery,Standard Class,6/6/2017 14:52,855431
6,4,Late delivery,Standard Class,5/14/2017 2:39,341371
4,4,Shipping on time,Standard Class,5/5/2015 23:18,168787
6,4,Late delivery,Standard Class,4/2/2015 5:39,225869
3,4,Advance shipping,Standard Class,6/5/2017 14:42,484596
4,4,Shipping on time,Standard Class,3/24/2015 18:48,906834
5,4,Late delivery,Standard Class,6/4/2015 23:05,563093
3,4,Advance shipping,Standard Class,1/14/2015 5:35,894838
5,4,Late delivery,Standard Class,5/6/2015 6:08,430624
5,4,Late delivery,Standard Class,5/24/2017 2:48,929186
3,4,Advance shipping,Standard Class,5/24/2017 20:40,864027
3,4,Advance shipping,Standard Class,1/28/2015 0:40,337156
5,4,Late delivery,Standard Class,1/11/2015 3:40,613756
4,4,Shipping on time,Standard Class,2/14/2017 14:09,719565
2,4,Advance shipping,Standard Class,1/30/2017 8:23,599153
5,4,Late delivery,Standard Class,2/28/2017 7:18,642109
4,4,Shipping on time,Standard Class,5/31/2015 3:38,113986
3,4,Advance shipping,Standard Class,5/26/2017 23:28,779868
4,4,Shipping canceled,Standard Class,5/15/2017 17:32,406879
5,4,Shipping canceled,Standard Class,3/7/2017 17:59,136684
3,4,Shipping canceled,Standard Class,4/15/2015 20:00,148570
6,4,Shipping canceled,Standard Class,2/11/2017 5:14,470343
2,4,Shipping canceled,Standard Class,3/6/2017 3:58,323606
5,4,Shipping canceled,Standard Class,2/18/2015 9:34,783547
5,4,Shipping canceled,Standard Class,3/28/2015 10:13,625247
4,4,Shipping canceled,Standard Class,5/8/2015 12:36,466896
3,4,Shipping canceled,Standard Class,12/2/2017 10:57,216371
6,4,Shipping canceled,Standard Class,11/27/2017 7:48,406300
2,4,Shipping canceled,Standard Class,3/4/2016 11:18,244016
6,4,Shipping canceled,Standard Class,2/1/2018 10:52,239884
2,4,Shipping canceled,Standard Class,12/13/2017 16:53,462964
6,4,Shipping canceled,Standard Class,12/16/2017 2:00,276392
2,4,Shipping canceled,Standard Class,12/12/2017 12:51,300845
5,4,Shipping canceled,Standard Class,11/30/2017 7:48,502593
5,4,Late delivery,Standard Class,12/29/2017 3:43,943720
6,4,Late delivery,Standard Class,12/30/2017 9:20,230297
6,4,Late delivery,Standard Class,12/30/2017 19:50,539426
5,4,Late delivery,Standard Class,1/12/2018 9:19,449183
4,4,Shipping on time,Standard Class,11/25/2017 12:21,914584
5,4,Late delivery,Standard Class,11/25/2017 17:26,440563
3,4,Advance shipping,Standard Class,1/6/2018 18:47,367822
2,4,Advance shipping,Standard Class,11/22/2017 9:23,859928
3,4,Advance shipping,Standard Class,11/24/2017 8:30,899912
3,4,Advance shipping,Standard Class,12/22/2015 6:09,224561
6,4,Late delivery,Standard Class,10/22/2016 13:05,708658
6,4,Late delivery,Standard Class,10/10/2016 8:33,970233
3,4,Advance shipping,Standard Class,11/28/2015 23:21,303144
4,4,Shipping on time,Standard Class,1/30/2018 15:25,300280
6,4,Late delivery,Standard Class,1/2/2018 9:09,536729
2,4,Advance shipping,Standard Class,12/15/2017 3:55,167628
2,4,Advance shipping,Standard Class,10/1/2016 13:17,131151
2,4,Advance shipping,Standard Class,11/29/2015 10:02,799865
6,4,Late delivery,Standard Class,2/18/2016 15:01,730404
2,4,Advance shipping,Standard Class,12/13/2015 5:07,569769
4,4,Shipping on time,Standard Class,11/10/2015 15:30,239441
2,4,Advance shipping,Standard Class,1/12/2017 0:43,547957
3,4,Advance shipping,Standard Class,2/26/2016 2:13,945300
3,4,Advance shipping,Standard Class,9/20/2016 12:36,154730
3,4,Advance shipping,Standard Class,2/3/2016 0:40,717787
6,4,Late delivery,Standard Class,1/2/2018 19:40,466140
6,4,Late delivery,Standard Class,11/6/2015 13:03,216586
6,4,Late delivery,Standard Class,11/30/2017 12:53,159202
4,4,Shipping on time,Standard Class,1/1/2018 14:14,743210
6,4,Late delivery,Standard Class,10/2/2016 20:08,827405
6,4,Late delivery,Standard Class,2/4/2018 3:40,509978
3,4,Advance shipping,Standard Class,3/11/2016 0:47,495952
3,4,Advance shipping,Standard Class,11/14/2016 23:55,551577
4,4,Shipping on time,Standard Class,12/18/2017 20:54,566829
6,4,Late delivery,Standard Class,12/25/2017 1:27,762292
4,4,Shipping on time,Standard Class,11/13/2016 14:28,670271
5,4,Late delivery,Standard Class,11/6/2015 21:59,399704
3,4,Advance shipping,Standard Class,1/6/2017 2:39,928746
4,4,Shipping on time,Standard Class,3/15/2016 21:59,369005
4,4,Shipping on time,Standard Class,2/10/2016 18:10,454266
4,4,Shipping on time,Standard Class,12/19/2017 14:25,400269
5,4,Late delivery,Standard Class,1/23/2016 17:20,325862
6,4,Late delivery,Standard Class,2/15/2016 15:12,905901
3,4,Advance shipping,Standard Class,1/1/2018 12:39,629419
6,4,Late delivery,Standard Class,3/29/2016 6:12,278905
4,4,Shipping on time,Standard Class,2/3/2016 12:45,859863
6,4,Late delivery,Standard Class,2/26/2016 17:27,646933
2,4,Advance shipping,Standard Class,1/8/2016 22:15,293596
6,4,Late delivery,Standard Class,4/2/2016 10:03,320956
4,4,Shipping on time,Standard Class,11/18/2017 15:42,977617
3,4,Advance shipping,Standard Class,11/16/2017 18:19,381725
3,4,Advance shipping,Standard Class,1/4/2018 12:28,510378
6,4,Late delivery,Standard Class,11/20/2017 5:53,214790
6,4,Late delivery,Standard Class,11/22/2017 1:41,391096
5,4,Late delivery,Standard Class,12/30/2015 11:45,776556
6,4,Late delivery,Standard Class,11/8/2015 7:06,978815
3,4,Advance shipping,Standard Class,2/29/2016 16:03,831246
3,4,Advance shipping,Standard Class,12/21/2015 7:23,818954
2,4,Advance shipping,Standard Class,12/2/2015 8:07,873373
3,4,Advance shipping,Standard Class,12/24/2015 15:58,931846
5,4,Late delivery,Standard Class,12/13/2015 13:21,524066
3,4,Advance shipping,Standard Class,1/11/2016 11:23,135903
5,4,Late delivery,Standard Class,12/16/2017 10:56,913585
4,4,Shipping on time,Standard Class,12/23/2017 6:01,672359
6,4,Late delivery,Standard Class,1/27/2018 18:45,754067
3,4,Advance shipping,Standard Class,12/12/2017 0:25,142729
5,4,Late delivery,Standard Class,1/29/2018 9:28,593560
3,4,Advance shipping,Standard Class,1/8/2018 11:04,723617
5,4,Late delivery,Standard Class,12/24/2017 4:36,132068
5,4,Late delivery,Standard Class,12/2/2017 17:36,497015
3,4,Advance shipping,Standard Class,1/21/2018 5:37,345981
4,4,Shipping on time,Standard Class,1/10/2018 10:11,289436
4,4,Shipping on time,Standard Class,11/29/2017 0:26,536924
4,4,Shipping on time,Standard Class,1/4/2018 22:49,103525
3,4,Advance shipping,Standard Class,12/27/2017 17:02,439080
3,4,Advance shipping,Standard Class,12/26/2017 7:45,334347
3,4,Advance shipping,Standard Class,1/11/2018 3:53,193364
6,4,Late delivery,Standard Class,1/15/2018 22:58,435970
4,4,Shipping on time,Standard Class,12/4/2017 13:34,195907
2,4,Advance shipping,Standard Class,12/1/2017 10:36,749703
5,4,Late delivery,Standard Class,12/6/2017 0:26,612677
6,4,Late delivery,Standard Class,1/9/2018 0:33,937704
4,4,Shipping on time,Standard Class,11/25/2017 5:21,266659
2,4,Advance shipping,Standard Class,11/23/2017 11:39,930088
2,4,Advance shipping,Standard Class,11/23/2017 23:55,296185
2,4,Advance shipping,Standard Class,11/23/2017 15:09,190357
6,4,Late delivery,Standard Class,11/22/2015 0:25,739976
6,4,Late delivery,Standard Class,4/2/2016 13:33,105061
2,4,Advance shipping,Standard Class,1/1/2016 2:49,562455
6,4,Late delivery,Standard Class,3/31/2016 7:15,946868
2,4,Advance shipping,Standard Class,1/8/2017 21:23,159848
2,4,Advance shipping,Standard Class,11/25/2017 14:27,944971
5,4,Late delivery,Standard Class,1/8/2017 12:06,387398
5,4,Late delivery,Standard Class,9/22/2016 2:48,162944
6,4,Late delivery,Standard Class,2/2/2018 16:38,406983
5,4,Late delivery,Standard Class,2/1/2018 4:02,658763
5,4,Late delivery,Standard Class,12/23/2017 9:20,230625
5,4,Late delivery,Standard Class,4/5/2016 6:32,300511
3,4,Advance shipping,Standard Class,12/15/2017 14:15,359659
5,4,Late delivery,Standard Class,11/1/2015 8:51,393110
5,4,Late delivery,Standard Class,12/23/2015 8:05,698647
3,4,Advance shipping,Standard Class,12/8/2015 4:04,950503
5,4,Late delivery,Standard Class,11/18/2015 7:15,509899
6,4,Late delivery,Standard Class,2/5/2018 18:13,370197
2,4,Advance shipping,Standard Class,1/5/2016 15:25,549759
6,4,Late delivery,Standard Class,12/24/2017 13:12,830800
5,4,Late delivery,Standard Class,2/4/2018 10:51,555427
4,4,Shipping on time,Standard Class,4/5/2016 17:13,245618
3,4,Advance shipping,Standard Class,12/18/2017 15:49,289959
5,4,Late delivery,Standard Class,2/1/2018 0:31,405987
3,4,Advance shipping,Standard Class,12/22/2017 0:24,357194
3,4,Advance shipping,Standard Class,12/15/2015 18:15,506923
3,4,Advance shipping,Standard Class,11/20/2015 10:24,946984
3,4,Advance shipping,Standard Class,1/29/2018 23:49,497895
5,4,Late delivery,Standard Class,12/24/2015 19:07,148856
2,4,Advance shipping,Standard Class,12/13/2015 22:38,455743
4,4,Shipping on time,Standard Class,3/20/2016 0:05,945454
5,4,Late delivery,Standard Class,3/19/2016 9:53,760152
3,4,Advance shipping,Standard Class,11/22/2015 23:43,488548
3,4,Advance shipping,Standard Class,11/3/2015 6:45,220379
3,4,Advance shipping,Standard Class,10/23/2016 17:38,820537
2,4,Advance shipping,Standard Class,11/12/2015 6:23,390951
5,4,Late delivery,Standard Class,2/8/2016 11:42,838534
5,4,Late delivery,Standard Class,1/23/2016 22:35,509785
5,4,Late delivery,Standard Class,1/22/2016 18:33,616465
5,4,Late delivery,Standard Class,12/26/2015 16:40,465530
5,4,Late delivery,Standard Class,3/17/2016 17:36,303131
6,4,Late delivery,Standard Class,11/23/2017 17:58,266922
4,4,Shipping on time,Standard Class,12/27/2015 1:36,824716
3,4,Advance shipping,Standard Class,12/27/2016 11:25,811655
4,4,Shipping on time,Standard Class,2/22/2016 19:13,707088
5,4,Late delivery,Standard Class,1/1/2016 2:17,251851
6,4,Late delivery,Standard Class,1/15/2016 16:28,667540
5,4,Late delivery,Standard Class,12/31/2015 22:47,536038
6,4,Late delivery,Standard Class,3/13/2016 20:35,293667
2,4,Advance shipping,Standard Class,1/3/2016 16:07,271782
6,4,Late delivery,Standard Class,3/6/2016 18:40,703835
5,4,Late delivery,Standard Class,2/17/2016 14:40,256504
6,4,Late delivery,Standard Class,1/14/2016 8:56,725342
6,4,Late delivery,Standard Class,11/8/2015 12:21,411787
2,4,Advance shipping,Standard Class,1/26/2018 4:54,253830
5,4,Late delivery,Standard Class,12/2/2017 7:05,510641
2,4,Advance shipping,Standard Class,12/11/2017 7:04,942265
5,4,Late delivery,Standard Class,1/23/2018 15:05,843308
6,4,Late delivery,Standard Class,12/4/2017 20:14,675923
3,4,Advance shipping,Standard Class,12/12/2017 12:41,336220
5,4,Late delivery,Standard Class,1/28/2018 1:56,548671
2,4,Advance shipping,Standard Class,1/7/2018 15:58,944307
5,4,Late delivery,Standard Class,11/16/2017 21:29,592284
3,4,Advance shipping,Standard Class,11/15/2017 16:03,455452
6,4,Late delivery,Standard Class,12/26/2017 23:00,561834
4,4,Shipping on time,Standard Class,12/14/2017 17:03,383312
3,4,Advance shipping,Standard Class,1/2/2018 21:56,124793
3,4,Advance shipping,Standard Class,11/29/2017 19:53,917459
6,4,Shipping canceled,Standard Class,1/14/2018 11:56,462492
5,4,Shipping canceled,Standard Class,11/24/2017 15:10,302462
4,4,Shipping canceled,Standard Class,11/7/2015 20:56,361497
4,4,Shipping canceled,Standard Class,11/14/2015 17:36,489471
4,4,Shipping canceled,Standard Class,10/28/2015 10:26,239483
6,4,Shipping canceled,Standard Class,12/18/2015 5:17,278440
4,4,Shipping canceled,Standard Class,11/15/2015 9:22,585917
2,4,Shipping canceled,Standard Class,11/19/2017 14:49,717102
3,4,Shipping canceled,Standard Class,12/19/2017 18:06,652534
3,4,Shipping canceled,Standard Class,12/1/2017 19:11,741972
6,4,Shipping canceled,Standard Class,11/18/2017 17:06,189986
4,4,Shipping canceled,Standard Class,4/14/2016 11:26,355491
2,4,Shipping canceled,Standard Class,8/6/2016 20:44,401238
4,4,Shipping canceled,Standard Class,4/12/2016 3:22,980042
5,4,Shipping canceled,Standard Class,8/17/2016 13:42,121397
4,4,Shipping canceled,Standard Class,4/10/2016 4:05,582491
3,4,Shipping canceled,Standard Class,9/10/2016 5:37,422983
2,4,Advance shipping,Standard Class,7/26/2016 23:43,589062
6,4,Late delivery,Standard Class,4/11/2016 21:46,879081
3,4,Advance shipping,Standard Class,5/29/2016 8:55,829152
2,4,Advance shipping,Standard Class,4/12/2016 15:59,417683
6,4,Late delivery,Standard Class,4/12/2016 13:32,531033
5,4,Late delivery,Standard Class,8/28/2016 21:13,715040
5,4,Late delivery,Standard Class,7/22/2016 10:35,599540
3,4,Advance shipping,Standard Class,4/19/2016 17:44,666787
2,4,Advance shipping,Standard Class,4/18/2016 17:23,945767
6,4,Late delivery,Standard Class,8/16/2016 6:00,941840
6,4,Late delivery,Standard Class,7/13/2016 5:42,770377
5,4,Late delivery,Standard Class,6/6/2016 0:30,657817
6,4,Late delivery,Standard Class,4/19/2016 6:42,378534
2,4,Advance shipping,Standard Class,8/15/2016 20:11,991103
6,4,Late delivery,Standard Class,7/25/2016 11:59,506082
6,4,Late delivery,Standard Class,5/25/2016 1:02,210907
5,4,Late delivery,Standard Class,8/15/2016 19:40,829303
4,4,Shipping on time,Standard Class,4/10/2016 9:20,335457
3,4,Advance shipping,Standard Class,7/30/2016 2:52,694087
6,4,Late delivery,Standard Class,6/7/2016 6:06,889420
2,4,Advance shipping,Standard Class,8/6/2016 15:28,164207
4,4,Shipping on time,Standard Class,5/6/2016 5:26,331993
5,4,Late delivery,Standard Class,4/8/2016 11:37,285700
5,4,Late delivery,Standard Class,6/1/2016 4:53,288916
4,4,Shipping on time,Standard Class,8/24/2016 7:02,838976
2,4,Advance shipping,Standard Class,7/13/2016 13:24,194682
5,4,Late delivery,Standard Class,6/15/2016 19:14,145324
4,4,Shipping on time,Standard Class,8/23/2016 11:46,207328
3,4,Advance shipping,Standard Class,4/15/2016 15:38,100627
4,4,Shipping on time,Standard Class,4/8/2016 3:02,994029
3,4,Advance shipping,Standard Class,4/17/2016 18:26,236459
